"filename", "language", "C++", "C", "Markdown", "Makefile", "Shell Script", "Python", "YAML", "reStructuredText", "pip requirements", "Diff", "Docker", "comment", "blank", "total"
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/filter.h", "C++", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 135
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/kernel.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 45
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/list.h", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 92
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/overflow.h", "C++", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 91
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/ring_buffer.h", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 19
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/linux/types.h", "C++", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 34
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/bpf.h", "C++", 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5266, 176, 6877
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/bpf_common.h", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 58
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/btf.h", "C++", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 25, 201
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/if_link.h", "C++", 856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 282, 145, 1283
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/if_xdp.h", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 112
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/netlink.h", "C++", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 34, 253
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/perf_event.h", "C++", 552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 718, 129, 1399
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/pkt_cls.h", "C++", 459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 103, 613
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/include/uapi/linux/pkt_sched.h", "C++", 871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 186, 1165
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/scripts/build-fuzzers.sh", "Shell Script", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 17, 18, 82
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/scripts/coverity.sh", "Shell Script", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 16, 13, 106
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/scripts/sync-kernel.sh", "Shell Script", 0, 0, 0, 0, 271, 0, 0, 0, 0, 0, 0, 39, 41, 351
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/Makefile", "Makefile", 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 6, 38, 183
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf.c", "C", 0, 863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 200, 1126
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf.h", "C++", 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 57, 439
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf_core_read.h", "C++", 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 46, 485
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf_endian.h", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 8, 100
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf_gen_internal.h", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 73
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf_helper_defs.h", "C++", 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4149, 212, 4610
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf_helpers.h", "C++", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 32, 290
"/home/zsofi/Dokumentumok/Aitia/aitia/ÉZsófi/user-data-monitoring/src/.output/libbpf/src/bpf_prog_linfo.c", "C", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 43, 247
